,colsample_bytree,max_depth,min_child_weight,min_data_in_leaf,min_split_gain,num_leaves,reg_alpha,reg_lambda,subsample
max_params,0.14174203239375588,7.347347924791146,43.08568775727952,997.2200203539574,0.4984135889580952,510.86001732817954,7.818042398950087,3.1091970455495788,0.9559916094265685
