,_lambda,alpha,colsample_bylevel,colsample_bytree,gamma,max_depth,min_child_weight,subsample
max_params,3.286262771780508,9.848113875548432,0.907349766414171,0.05195721610847491,0.6659946564953398,5.139146616212338,35.56313405370479,0.9235943172992521
