,colsample_bytree,max_depth,min_child_weight,min_data_in_leaf,min_split_gain,num_leaves,reg_alpha,reg_lambda,subsample
max_params,0.07817446835777567,7.9382659992100315,1.7405387601935163,772.2979514217606,0.9296795625142174,58.597393378844075,9.6593660992462,9.333105436727514,0.9478715576279177
