,colsample_bytree,max_depth,min_child_weight,min_split_gain,num_leaves,reg_alpha,reg_lambda,subsample
max_params,0.13085761934370074,12.987645742941268,30.743346721121625,0.059301785850453315,35.50052385580396,8.936521713165273,7.646079337933473,0.13006599827531623
